"dossierid","title","oldhousenumber","descriptivenote","zu_kontrollieren","begruendung","location","kategorie","bemerkung"
HGB_1_074_018,Hebelstrasse Th. v. 7 neben 3,Th. v. 279 A neben 250 b u. c,Bis 1490. Nachher siehe 7 ganz.,false,,POINT (2610896.831916357 1267743.7102249525),genau gesetzt,Kein Dossier aus selber Strasse. Dossier ist Teil von Hebelstrasse. Falsch gesetztes Dossier: Petersgraben statt Hebelstrasse (genze Hebelstrasse scheint problematisch)
HGB_1_229_006,Weisse Gasse: Strassenkörper,"","",true,ungefähre Ortsangabe,POINT (2611370.0581681575 1267226.7501752758),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_074_047,"Hebelstrasse Theil v. 2, 1tes Haus am Petersgraben","Theil v. 257, 1tes Haus am Petersgraben","Bis 1467. Nachher siehe Th. v. 2 Ecke, Th. v. 2, 1tes u. Th. v. 2, 2tes Haus a. Petersgraben vereinigt.",false,,POINT (2610953.8737232676 1267720.1225755527),genau gesetzt,Dossier ist Teil von Hebelstrasse.
HGB_1_074_050,Hebelstrasse Theil von 2 drittes Haus v. 4,Theil von 257,Bis 1530. Nachher siehe 2 ganz.,false,,POINT (2610953.8737232676 1267719.6930774546),genau gesetzt,Dossier ist Teil von Hebelstrasse.
HGB_1_074_060,"Hebelstrasse Theil von 4, 3tes Haus v. 2",Theil von 257,"Seit 1401. Vorher siehe Th. v. 4, 3tes u. Th. v. 4, 4tes Haus v. 2 vereinigt. Bis 1692. Nachher siehe 2 u. Th. v. 4, 1tes bis 4tes Haus v. 2 vereinigt.",false,,POINT (2610926.600594043 1267746.5367085813),genau gesetzt,Dossier ist Teil von Hebelstrasse.
HGB_1_074_041,Hebelstrasse 25,"268","Seit 1726. Vorher siehe 23, 25, 27 vereinigt.",false,,POINT (2610757.8078415184 1267807.0959404032),genau gesetzt,Dossier ist Teil von Hebelstrasse.
HGB_1_074_035,"Hebelstrasse 19, 21, 23, 25","267 A, 267 B, 268",Seit 1546. Vorher siehe 19/21 u. 23/25 getrennt. Bis 1573. Nachher siehe 17/19/21 u. 23/25 getrennt.,false,,POINT (2610789.8054498215 1267793.1372522172),genau gesetzt,Dossier ist Teil von Hebelstrasse.
HGB_1_074_043,Hebelstrasse 27 bis 33,"269",Bis 15445. Nachher siehe 27 u. 29/31 getrennt.,false,,POINT (2610749.06930124 1267810.1908803876),genau gesetzt,Dossier ist Teil von Hebelstrasse.
HGB_1_074_044,"Hebelstrasse 29, 31","275 C + D",Seit [...]. Vorher siehe 27-33 vereinigt.,false,,POINT (2610736.3549276153 1267797.2120637402),genau gesetzt,Kein Dossier aus selber Strasse innerhalb 20m. Dossier ist Teil von Hebelstrasse.
HGB_1_074_036,Hebelstrasse 23,"267 B","Seit 1726. Vorher siehe 23, 25, 27 vereinigt.",false,,POINT (2610762.4911076115 1267804.5801121139),,Dossier ist Teil von Hebelstrasse.
HGB_1_074_042,Hebelstrasse 27,"269 A","Seit 1545, vorher siehe 27-33 vereinigt.",false,,POINT (2610750.045015086 1267810.3924520202),,Dossier ist Teil von Hebelstrasse.
HGB_1_074_062,Hebelstrasse Theil von 4 zweites Haus v. 2,Theil von 257,"Bis 1590. Nachher siehe Th. v. 4 neben 2 u. Th. v. 4, 2tes Haus v. 2 vereinigt.",false,,POINT (2610926.6005940423 1267747.395704777),genau gesetzt,Dossier ist Teil von Hebelstrasse.
HGB_1_074_022,Hebelstrasse Th. v. 9 neben 7,Th. v. 249 d neben 249 A,Bis 1443. Nachher siehe 9 ganz.,false,,POINT (2610868.40360176 1267755.234045066),genau gesetzt,Dossier ist Teil von Hebelstrasse.
HGB_1_219_005,Teichgässlein: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611555.4959802385 1267907.9192455255),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_074_074,Hebelstrasse Theil v. 8 neben 6,Theil v. 257,Bis 1674. Nachher siehe 8.,false,,POINT (2610865.611864123 1267773.3803397082),genau gesetzt,Dossier ist Teil von Hebelstrasse.
HGB_1_074_068,Hebelstrasse Theil von 4 neben 6,Theil von 257,"Bis 1640. Nachher siehe Th. v. 4, 1tes bis 4tes Haus v. 6 vereinigt.",false,,POINT (2610926.600594043 1267746.9662066794),genau gesetzt,Dossier ist Teil von Hebelstrasse.
HGB_1_074_067,"Hebelstrasse Theil von 4 neben 2 u. Th. v. 4, 3tes Haus v. 2",Theil von 257,"Seit 1590. Vorher siehe Th. v. 4 neben 2 u. Th. v. 4, 2tes Haus v. 2 getrennt. Bis 1648. Nachher siehe 2, Th. v. 4 neben 2 u. Th. v. 4, 2tes Haus v. 2 vereinigt.",false,,POINT (2610926.600594043 1267747.3957047774),genau gesetzt,Dossier ist Teil von Hebelstrasse.
HGB_1_074_064,"Hebelstrasse Theil von 4, 2tes Haus v. 6",Theil von 257,"Seit 1442. Vorher siehe Th. v. 4, 3tes Haus v. 6. Bis 1534. Nachher siehe Th. v. 4, 2tes, 3tes u. 4tes Haus v. 6 vereinigt.",false,,POINT (2610926.385844994 1267747.6104538264),genau gesetzt,Dossier ist Teil von Hebelstrasse.
HGB_1_086_008,Imbergässlein 1,"540",Seit 1317. Vorher siehe Schneidergasse 22 u. Imbergässlein 1 vereinigt.,false,,POINT (2611143.993129598 1267485.6303260992),,Kein Dossier aus selber Strasse.
HGB_1_086_027,Imbergässlein 20,"533",,false,,POINT (2611094.268151831 1267455.5128015482),genau gesetzt,Kein Dossier aus selber Strasse innerhalb 20m.
HGB_1_085_039,Hutgasse Theil von 1728 neben 1727,Theil von 2 neben 4,"Seit 1438. Vorher siehe Th. v. 2 Mitte an der Hutg. und neben 4, vereinigt bis 1454. Nachher siehe Th. v. 2 Mitte an der Hutg. und neben 4, vereinigt.",false,,POINT (2611176.4872034844 1267434.1204894101),ungefähre Ortsangabe,Kein Dossier aus selber Strasse.
HGB_1_074_098,Hebelstrasse Theil v. 30 neben 32,Theil v. 269,"Bis 1523, nachher siehe 30 ganz.",false,,POINT (2610766.6275408287 1267817.4207437474),genau gesetzt,Dossier ist Teil von Hebelstrasse.
HGB_1_074_099,"Hebelstrasse 30, 32",Th. v. 269,"Seit 1815, vorher siehe 28, 30, 32 vereinigt.",false,,POINT (2610766.1111220173 1267817.9371625588),genau gesetzt,Dossier ist Teil von Hebelstrasse.
HGB_1_074_096,Hebelstrasse 30,Theil v. 269,"Seit 1523. Vorher siehe Th. v. 30 neben 28 u. Th. v. 30 neben 32 getrennt. Bis 1588. Nachher siehe 28, 30 vereinigt.",false,,POINT (2610765.594703206 1267817.9371625588),genau gesetzt,Dossier ist Teil von Hebelstrasse.
HGB_1_074_097,Hebelstrasse Theil v. 30 neben 28,Theil v. 269,"Bis 1523, nachher siehe 30 ganz.",false,,POINT (2610766.6275408287 1267817.9371625588),genau gesetzt,Dossier ist Teil von Hebelstrasse.
HGB_1_074_102,Hebelstrasse Theil v. 32 neben 30,Theil v. 269,"Bis 1610, nachher siehe 32 ganz.",false,,POINT (2610749.06930124 1267824.134188296),genau gesetzt,Dossier ist Teil von Hebelstrasse.
HGB_1_091_098,St. Johanns-Vorstadt 81,"1",,false,,POINT (2610792.168090615 1268421.4169437212),genau gesetzt,Falsch gesetztes Dossier: St. Johannstor
HGB_1_074_086,"Hebelstrasse 18, 20","262, 263","Seit 1648, vorher siehe 18 ganz. Bis 1720, nachher siehe 18 ganz.",false,,POINT (2610815.491056063 1267796.8336919178),,Dossier ist Teil von Hebelstrasse.
HGB_1_074_085,Hebelstrasse 18,"262",,false,,POINT (2610815.491056063 1267796.8336919178),,Dossier ist Teil von Hebelstrasse.
HGB_1_074_079,Hebelstrasse 12,"260","Seit 1595. Vorher siehe Th. v. 12 neben 10 u. Th. v. 12 neben 14 getrennt. Bis 1621. Nachher siehe 12, 14 vereinigt.",false,,POINT (2610843.005211873 1267784.2732301718),,Dossier ist Teil von Hebelstrasse.
HGB_1_074_081,Hebelstrasse Theil v. 12 neben 14,Theil von 260,Bis 1595. Nachher siehe 12 ganz.,false,,POINT (2610843.005211873 1267784.2732301718),,Dossier ist Teil von Hebelstrasse.
HGB_1_074_080,Hebelstrasse Theil v. 12 neben 10,Theil von 260,Bis 1595. Nachher siehe 12 ganz.,false,,POINT (2610843.005211873 1267784.2732301718),,Dossier ist Teil von Hebelstrasse.
HGB_1_074_100,Hebelstrasse 32,Theil v. 269,"Seit 1448, vorher siehe Th. v. 32 neben 30 u. Th. v. 32 Ecke getrennt. 
Bis 1746, nachher siehe 28, 30, 32 vereinigt.",false,,POINT (2610749.06930124 1267824.134188296),genau gesetzt,Dossier ist Teil von Hebelstrasse.
HGB_1_074_101,Hebelstrasse Theil v. 32 Ecke,Theil v. 269,"Bis 1610, nachher siehe 32 ganz.",false,,POINT (2610740.290181446 1267827.749119976),genau gesetzt,Dossier ist Teil von Hebelstrasse.
HGB_1_074_091,Hebelstrasse 28,Theil von 269,,false,,POINT (2610778.505173492 1267812.7729744446),genau gesetzt,Dossier ist Teil von Hebelstrasse.
HGB_1_074_094,"Hebelstrasse 28, 30",Theil von 269,"Seit 1588, vorher siehe 28 u. 30 getrennt. Bis 1746, nachher siehe 28, 30, 32 vereinigt.",false,,POINT (2610777.9887546804 1267812.2565556332),genau gesetzt,Dossier ist Teil von Hebelstrasse.
HGB_1_074_095,"Hebelstrasse 28, 30, 32","269","Seit 1746. Vorher siehe 28, 30. Bis 1815. Nachher siehe 28 u. 30, 32 getrennt.",false,,POINT (2610777.9887546804 1267812.7729744446),genau gesetzt,Dossier ist Teil von Hebelstrasse.
HGB_1_074_092,Hebelstrasse Theil von 28 neben 26,Theil von 269,Seit 1490. Vorher siehe 28 ganz. Bis 1533. Nachher siehe 28 ganz.,false,,POINT (2610777.9887546804 1267812.7729744446),genau gesetzt,Dossier ist Teil von Hebelstrasse.
HGB_1_017_006,Badergässlein: Unbestimmte Liegenschaften,"","",true,ungefähre Ortsangabe,POINT (2611474.279185759 1267899.16447772),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_148_036,Petersgraben 48,"278, 286 A",,false,,POINT (2610958.451425555 1267469.0972235808),,Kein Dossier aus selber Strasse innerhalb 20m.
HGB_1_098_032,Klingental 16 bis 23,"308 bis 310, 308 A",,false,,POINT (2611498.2081204406 1267997.861440545),genau gesetzt,Kein Dossier aus selber Strasse innerhalb 20m.
HGB_1_150_030,Petersplatz 12,"248",,false,,POINT (2610854.8995453957 1267668.3498652866),genau gesetzt,Kein Dossier aus selber Strasse innerhalb 20m. Kein Dossier aus selber Strasse innerhalb 20m. Kein Dossier aus selber Strasse innerhalb 20m.
HGB_1_149_024,Peterskirchplatz 8,"243",,false,,POINT (2611001.477984339 1267650.6209465645),genau gesetzt,Kein Dossier aus selber Strasse innerhalb 20m.
HGB_1_149_014,Peterskirchplatz 9,"242",,false,,POINT (2611015.9930794006 1267657.176150786),genau gesetzt,Kein Dossier aus selber Strasse innerhalb 20m.
HGB_1_148_035,Petersgraben 44 u. 46 neben 42,"276 u. 277 neben 276 A",,false,,POINT (2610957.932699154 1267502.6606227108),genau gesetzt,Kein Dossier aus selber Strasse.
HGB_1_147_071,Petersgasse 52,Theil von 287,"Mit Einschluss von Petersgasse 50 bis 1620. 
Mit Einschluss von Peterskirchplatz 14 bis 1610. 
Bis 1752. Nachher siehe St. Peterskirchplatz.",false,,POINT (2611065.4091005423 1267654.227377885),genau gesetzt,Kein Dossier aus selber Strasse.
HGB_1_148_022,Petersgraben 6,"270",,false,,POINT (2611026.650604126 1267794.250668447),genau gesetzt,Kein Dossier aus selber Strasse innerhalb 20m. Kein Dossier aus selber Strasse innerhalb 20m. Kein Dossier aus selber Strasse innerhalb 20m.
HGB_1_148_009,Petersgraben 1,"91",,false,,POINT (2611109.003505436 1267861.0670664161),,Kein Dossier aus selber Strasse.
HGB_1_135_032,Münsterplatz 12,"1402",,false,,POINT (2611508.450801691 1267201.0021640423),,Kein Dossier aus selber Strasse.
HGB_1_118_011,Lohnhofgässlein 10,Theil von 704 B,"Seit 1740. Vorher siehe 8, 10 vereinigt.",false,,POINT (2611275.9647452612 1267160.902561929),genau gesetzt,Kein Dossier aus selber Strasse.
HGB_1_115_009,Leonhardsstapfelberg 2,"683",,false,,POINT (2611263.604347742 1267227.0670427654),,Kein Dossier aus selber Strasse.
HGB_1_135_014,Münsterplatz 9,"1412",,false,,POINT (2611542.898020262 1267297.1016453817),,Kein Dossier aus selber Strasse innerhalb 20m.
HGB_1_098_012,"Klingental 3, 5","311",,false,,POINT (2611430.900037037 1267955.456378719),genau gesetzt,Kein Dossier aus selber Strasse innerhalb 20m.
HGB_1_131_017,Mühlenberg 8,Theil von 1314,Seit 1644. Vorher siehe S. Albanvorstadt 61. Bis 1720. Nachher siehe S. Albanvorstadt 61.,false,,POINT (2612032.0385863725 1267113.087264348),ungefähr gesetzt,Kein Dossier aus selber Strasse.
HGB_1_101_027,Klosterberg 14 (zu No. 11 Steinenthorstrasse),"843",,false,,POINT (2611354.4839699017 1266815.4745916452),,Kein Dossier aus selber Strasse.
HGB_1_104_014,Kohlenberggasse 29,"794",,false,,POINT (2611200.3269042405 1266840.3674339894),,Kein Dossier aus selber Strasse innerhalb 20m.
HGB_1_134_005,Münsterhof 1,"1372",,false,,POINT (2611607.2475153473 1267277.934890294),,Kein Dossier aus selber Strasse innerhalb 20m.
HGB_1_095_007,"Kellergässlein 3, laut Grundbuchplan",,Siehe Plan No. 3. Seit 1573. Vorher Allmend.,false,,POINT (2611109.9923466956 1267626.5312986816),genau gesetzt,Kein Dossier aus selber Strasse innerhalb 20m. Kein Dossier aus selber Strasse innerhalb 20m. Kein Dossier aus selber Strasse innerhalb 20m. Kein Dossier aus selber Strasse innerhalb 20m. Kein Dossier aus selber Strasse innerhalb 20m. Kein Dossier aus selber Strasse innerhalb 20m. Kein Dossier aus selber Strasse innerhalb 20m. Kein Dossier aus selber Strasse innerhalb 20m. Kein Dossier aus selber Strasse innerhalb 20m. Kein Dossier aus selber Strasse innerhalb 20m. Kein Dossier aus selber Strasse innerhalb 20m. Kein Dossier aus selber Strasse innerhalb 20m. Kein Dossier aus selber Strasse innerhalb 20m. Kein Dossier aus selber Strasse innerhalb 20m. Kein Dossier aus selber Strasse innerhalb 20m. Kein Dossier aus selber Strasse innerhalb 20m.
HGB_1_095_024,Kellergässlein 2,Theil von 154,Siehe Plan No. 3. Bis 1671. Nachher siehe Fischmarkt 11.,false,,POINT (2611126.855164829 1267633.99301697),genau gesetzt,Kein Dossier aus selber Strasse.
HGB_1_136_024,Münzgasse 13,"1658",Seit 1518. Vorher siehe 11/13 vereinigt. Verbunden mit Gerbergasse 16 seit 1659.,false,,POINT (2611193.218283454 1267380.5050470328),genau gesetzt,Kein Dossier aus selber Strasse.
HGB_1_136_036,Münzgasse 22,"1695",Mit Einschluss von Schnabelgässlein 13 seit 1660.,false,,POINT (2611180.775198712 1267378.5907263034),genau gesetzt,Kein Dossier aus selber Strasse.
HGB_1_119_010,Luftgässlein Theil von Freiestrasse 113/115,"1201 (lt. Adressbuch v. 1834)",Siehe Plan No. 3 und 5. Seit 1450. Vorher siehe Freiestrasse Th. v. 117 neben 115.,false,,POINT (2611594.4114653203 1267076.3971727665),ungefähre Ortsangabe,Kein Dossier aus selber Strasse.
HGB_1_151_019,"Pfluggässlein 8, 10","112, 1123",Bis 1417. Nachher siehe 8 u. 10 getrennt.,false,,POINT (2611176.344640156 1267793.5385434055),genau gesetzt,Kein Dossier aus selber Strasse.
HGB_1_113_062,"Leonhardsgraben 40, 42, 44","377, 378",Seit 1540. Vorher siehe 36-44 vereinigt. Bis 1565 vereinigt.,false,,POINT (2611073.6392884 1267248.0366045975),,Kein Dossier aus selber Strasse innerhalb 20m. Kein Dossier aus selber Strasse innerhalb 20m.
HGB_1_095_025,"Kellergässlein 4 laut Grundbuchplan, 6 laut Adressbuch von 1862","243, 244 laut Adressbuch von 1834",Siehe Plan No. 3.,false,,POINT (2611106.3663863535 1267639.1376100162),genau gesetzt,Kein Dossier aus selber Strasse.
HGB_1_197_062,Spalenvorstadt 2,"280",,false,,POINT (2610924.16925782 1267398.1308346507),,Kein Dossier aus selber Strasse innerhalb 20m. Kein Dossier aus selber Strasse innerhalb 20m. Kein Dossier aus selber Strasse innerhalb 20m. Kein Dossier aus selber Strasse innerhalb 20m.
HGB_1_152_002,Platzgässlein 1,"290",Seit 1506. Vorher siehe Spalenvorstadt 26. Bis 1512. Nachher siehe Spalenvorstadt 26.,false,,POINT (2610817.2335425187 1267501.0059655977),genau gesetzt,Kein Dossier aus selber Strasse.
HGB_1_184_057,Schneidergasse 24,"591, 538",Mit Einschluss von Imbergässlein 5/9 seit 1556 bis 1607. Seit 1664 bis 1869.,false,,POINT (2611144.108866247 1267476.257315116),genau gesetzt,Kein Dossier aus selber Strasse.
HGB_1_170_044,Rittergasse 4,"1374",,false,,POINT (2611564.9787040753 1267216.037311878),,Kein Dossier aus selber Strasse innerhalb 20m.
HGB_1_218_030,Streitgasse 22 (Theil von Weissegasse 21),Theil von 1107,"Siehe Plan Weissegasse No. 3.
Einschliesslich Pfluggässlein 7 bis [...]. Seit 1365. Vorher siehe 20 und 22 vereinigt. Bis 1792. Nachher siehe Weissegasse 21.",false,,POINT (2611386.2379274573 1267180.0171266156),genau gesetzt,Kein Dossier aus selber Strasse.
HGB_1_218_011,Streitgasse 5,Theil von 1085,"Seit 1374. Vorher siehe Freiestrasse 66 u. Streitgasse 1, 3, 5. Bis 1462. Nachher siehe Freiestrasse 68/1085.",false,,POINT (2611431.447870752 1267176.903818604),genau gesetzt,Kein Dossier aus selber Strasse.
HGB_1_170_045,Rittergasse 6,"1375",,false,,POINT (2611588.346987512 1267225.174219398),,Kein Dossier aus selber Strasse innerhalb 20m.
HGB_1_210_002,Steinengraben 13,,,false,,POINT (2611142.0375549756 1266938.0134839877),grob geschätzt,Kein Dossier aus selber Strasse.
HGB_1_177_036,Sattelgasse 20,"1509",Seit 1657. Vorher siehe Th. v. 20 neben 10 und th. v. 20 neben 22.,false,,POINT (2611162.9911196707 1267492.8407499767),genau gesetzt,Kein Dossier aus selber Strasse.
HGB_1_216_041,Sternengasse 38,"907",Seit 1753. Vorher siehe 34/ 36/ 38.,false,,POINT (2611481.326660723 1266730.6707622483),,Kein Dossier aus selber Strasse.
HGB_1_216_030,Sternengasse Theil von 16 neben 18,Theil von 916,Bis 1580. Nachher siehe Elisabethenstrasse 19/916.,false,,POINT (2611588.9982026666 1266789.4464921083),ungefähr gesetzt,Kein Dossier aus selber Strasse.
HGB_1_216_029,Sternengasse 14,Theil von 949,Bis 14[..]. Nachher siehe Aeschenvorstadt 949/ Th. v. 22.,false,,POINT (2611612.3354197918 1266814.2006262846),ungefähr gesetzt,Kein Dossier aus selber Strasse.
HGB_1_170_052,Rittergasse 12,"1206",Mit Einschluss von Bäumleingasse 20 seit 1759.,false,,POINT (2611647.2313498096 1267177.267996246),genau gesetzt,Kein Dossier aus selber Strasse innerhalb 20m.
HGB_1_208_013,Steinenbachgässlein 23,"780",Vorher siehe Vorstadt 28.,false,,POINT (2611272.3435402717 1266927.4491410395),genau gesetzt,Kein Dossier aus selber Strasse.
HGB_1_208_016,Steinenbachgässlein 35,"785",,false,,POINT (2611235.9714464103 1266878.633962436),genau gesetzt,Kein Dossier aus selber Strasse.
HGB_1_203_008,Sporengasse 1,"1600",,false,,POINT (2611220.656880576 1267558.9356916992),genau gesetzt,Kein Dossier aus selber Strasse.
HGB_1_203_012,Sporengasse 9,"1607",,false,,POINT (2611236.2904998674 1267535.9638429447),genau gesetzt,Kein Dossier aus selber Strasse innerhalb 20m.
HGB_1_203_025,"Sporengasse Theil von 8, Hinterhaus neben 10","Theil von 1519 neben 1578, Hinterhaus neben 10",,false,,POINT (2611219.3806667565 1267541.7068051333),genau gesetzt,Kein Dossier aus selber Strasse.
HGB_1_176_021,Rümelinsplatz 8,"1686",,false,,POINT (2611200.013179433 1267362.4429608085),,Kein Dossier aus selber Strasse.
HGB_1_181_010,Schifflände,Theil von 1519 neben 1520,Siehe Plan No. 3. Abgebrochen 1838.,false,,POINT (2611294.3582286634 1267667.732919828),ungefähre Ortsangabe,Kein Dossier aus selber Strasse.
HGB_1_182_007,Schlüsselberg 3,"1450",,false,,POINT (2611369.4065275313 1267407.8983941348),,Kein Dossier aus selber Strasse innerhalb 20m. Kein Dossier aus selber Strasse innerhalb 20m. Kein Dossier aus selber Strasse innerhalb 20m.
HGB_1_199_008,Spiegelgasse 1,"116",,false,,POINT (2611179.8180383467 1267767.676414583),genau gesetzt,Kein Dossier aus selber Strasse.
HGB_1_202_005,Hintere Spitalstrasse 4,"275 O",,false,,POINT (2610841.098252207 1268012.9917343766),,Kein Dossier aus selber Strasse.
HGB_1_201_019,Spitalstrasse 10,"62",Durchgang zu St. Johanns Vorstadt No. 11.,false,,POINT (2610954.236208965 1267974.858462373),genau gesetzt,Kein Dossier aus selber Strasse.
HGB_1_201_012,Spitalstrasse Th. v. 3 neben 5 u. 5,Th. v. 272,Seit 1531. Vorher siehe 5. Bis 1561. Nachher siehe Th. v. 3 neben 5 u. 5 getrennt.,false,,POINT (2610964.9127871804 1267933.7338648043),genau gesetzt,Falsch gesetztes Dossier: Spitalstrasse Teil von 3
HGB_1_201_011,Spitalstrasse Th. v. 3 neben 5,Th. v. 272,Seit 1561. Vorher siehe Th. v. 3 neben 5 u. 5 vereinigt. Bis 1736. Nachher siehe 3 ganz.,false,,POINT (2610963.8188493643 1267934.0627913252),genau gesetzt,Falsch gesetztes Dossier: Spitalstrasse Teil von 3
HGB_1_201_014,Spitalstrasse 7,"273",,false,,POINT (2610917.4910930465 1267988.2001795978),,Kein Dossier aus selber Strasse innerhalb 20m. Kein Dossier aus selber Strasse innerhalb 20m.
HGB_1_201_013,Spitalstrasse 5,Th. v. 272,Bis 1736. Nachher siehe 3 ganz.,false,,POINT (2610939.5707867905 1267965.6490833624),ungefähr gesetzt,Falsch gesetztes Dossier: Spitalstrasse Teil von 3
HGB_1_201_008,Spitalstrasse 1,"272",,false,,POINT (2610997.3194621312 1267907.5813545664),genau gesetzt,Falsch gesetztes Dossier: Spitalstrasse 1
HGB_1_201_010,Spitalstrasse Th. v. 3 neben 1,Th. v. 272,Bis 1736. Nachher siehe 3 ganz.,false,,POINT (2610964.4569562743 1267933.1056309603),genau gesetzt,Falsch gesetztes Dossier: Spitalstrasse Teil von 3
HGB_1_201_009,Spitalstrasse 3,"272 A",Seit 1736. Vorher siehe Th. v. 3 neben 1 u. Th. v. 3 neben 5 getrennt.,false,,POINT (2610963.3707515523 1267933.6826284786),,Kein Dossier aus selber Strasse innerhalb 20m.
HGB_1_135_005,Münsterplatz: Strassenkörper,"","",true,grob geschätzt,POINT (2611509.763192807 1267344.310348869),grob geschätzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_113_014,Leonhardsgraben 45,"434 A",,false,,POINT (2611112.8494532015 1267258.8240951188),,Kein Dossier aus selber Strasse.
