nodeID1,nodeID2
HGB_1_159_051,HGB_1_159_059
HGB_1_159_059,HGB_1_159_057
HGB_1_159_058,HGB_1_159_057
HGB_1_159_050,HGB_1_159_054
HGB_1_159_050,HGB_1_159_052
HGB_1_159_052,HGB_1_159_051
HGB_1_159_035,HGB_1_159_036
HGB_1_159_034,HGB_1_159_036
HGB_1_154_095,HGB_1_154_096
HGB_1_154_094,HGB_1_154_096
HGB_1_154_032,HGB_1_154_033
HGB_1_154_031,HGB_1_154_033
HGB_1_154_029,HGB_1_154_030
HGB_1_154_028,HGB_1_154_030
HGB_1_154_027,HGB_1_154_030
HGB_1_155_032,HGB_1_155_037
HGB_1_155_037,HGB_1_155_031
HGB_1_153_019,HGB_1_153_021
HGB_1_153_019,HGB_1_153_020
HGB_1_153_019,HGB_1_153_017
HGB_1_153_009,HGB_1_153_010
HGB_1_155_042,HGB_1_153_009
HGB_1_153_009,HGB_1_153_008
HGB_1_217_024,HGB_1_217_023
HGB_1_149_011,HGB_1_217_023
HGB_1_217_021,HGB_1_217_022
HGB_1_147_057,HGB_1_147_067
HGB_1_147_065,HGB_1_147_057
HGB_1_147_064,HGB_1_147_057
HGB_1_147_063,HGB_1_147_057
HGB_1_147_057,HGB_1_147_061
HGB_1_147_057,HGB_1_147_060
HGB_1_147_029,HGB_1_147_027
HGB_1_147_026,HGB_1_147_024
HGB_1_147_025,HGB_1_147_024
HGB_1_147_024,HGB_1_147_023
HGB_1_147_022,HGB_1_147_023
HGB_1_147_020,HGB_1_147_018
HGB_1_147_019,HGB_1_147_018
HGB_1_190_028,HGB_1_190_025
HGB_1_190_027,HGB_1_190_025
HGB_1_146_040,HGB_1_199_025
HGB_1_146_041,HGB_1_146_044
HGB_1_146_041,HGB_1_146_042
HGB_1_146_040,HGB_1_146_041
HGB_1_146_041,HGB_1_146_039
HGB_1_172_010,HGB_1_172_008
HGB_1_137_075,HGB_1_172_007
HGB_1_137_075,HGB_1_137_074
HGB_1_137_059,HGB_1_137_060
HGB_1_137_057,HGB_1_137_059
HGB_1_137_057,HGB_1_137_058
HGB_1_137_058,HGB_1_137_056
HGB_1_194_094,HGB_1_194_095
HGB_1_194_094,HGB_1_194_092
HGB_1_194_094,HGB_1_137_051
HGB_1_194_094,HGB_1_137_049
HGB_1_136_011,HGB_1_136_009
HGB_1_136_012,HGB_1_136_009
HGB_1_136_014,HGB_1_136_015
HGB_1_136_014,HGB_1_136_016
HGB_1_136_019,HGB_1_136_018
HGB_1_136_019,HGB_1_136_020
HGB_1_136_018,HGB_1_136_017
HGB_1_136_017,HGB_1_063_082
HGB_1_136_016,HGB_1_136_017
HGB_1_136_015,HGB_1_136_017
HGB_1_136_013,HGB_1_136_012
HGB_1_136_012,HGB_1_136_016
HGB_1_135_028,HGB_1_135_029
HGB_1_135_028,HGB_1_135_026
HGB_1_133_011,HGB_1_133_014
HGB_1_133_012,HGB_1_133_014
HGB_1_122_049,HGB_1_122_051
HGB_1_122_050,HGB_1_122_051
HGB_1_122_026,HGB_1_122_044
HGB_1_122_026,HGB_1_122_027
HGB_1_122_019,HGB_1_122_012
HGB_1_122_018,HGB_1_122_019
HGB_1_122_017,HGB_1_122_012
HGB_1_116_039,HGB_1_116_037
HGB_1_116_036,HGB_1_116_037
HGB_1_116_037,HGB_1_116_034
HGB_1_116_033,HGB_1_116_034
HGB_1_116_030,HGB_1_116_027
HGB_1_116_027,HGB_1_116_029
HGB_1_116_026,HGB_1_116_027
HGB_1_116_015,HGB_1_116_012
HGB_1_116_014,HGB_1_116_007
HGB_1_116_011,HGB_1_116_012
HGB_1_116_012,HGB_1_116_007
HGB_1_113_068,HGB_1_116_021
HGB_1_113_068,HGB_1_113_069
HGB_1_113_068,HGB_1_113_066
HGB_1_113_068,HGB_1_113_064
HGB_1_113_039,HGB_1_113_036
HGB_1_113_038,HGB_1_113_036
HGB_1_104_027,HGB_1_104_024
HGB_1_104_026,HGB_1_104_024
HGB_1_096_028,HGB_1_093_019
HGB_1_096_027,HGB_1_093_019
HGB_1_096_025,HGB_1_093_019
HGB_1_096_024,HGB_1_093_019
HGB_1_095_016,HGB_1_095_018
HGB_1_095_016,HGB_1_095_017
HGB_1_095_011,HGB_1_095_013
HGB_1_095_011,HGB_1_095_012
HGB_1_093_017,HGB_1_093_019
HGB_1_093_012,HGB_1_093_014
HGB_1_092_017,HGB_1_092_016
HGB_1_092_014,HGB_1_092_016
HGB_1_092_012,HGB_1_092_007
HGB_1_092_010,HGB_1_092_008
HGB_1_092_009,HGB_1_092_008
HGB_1_092_008,HGB_1_092_007
HGB_1_091_165,HGB_1_091_163
HGB_1_091_164,HGB_1_091_166
HGB_1_091_164,HGB_1_091_162
HGB_1_091_163,HGB_1_091_162
HGB_1_091_163,HGB_1_091_166
HGB_1_091_134,HGB_1_091_137
HGB_1_091_134,HGB_1_091_135
HGB_1_091_121,HGB_1_091_120
HGB_1_091_121,HGB_1_091_122
HGB_1_091_074,HGB_1_091_075
HGB_1_091_085,HGB_1_091_080
HGB_1_091_084,HGB_1_091_083
HGB_1_091_082,HGB_1_091_081
HGB_1_184_054,HGB_1_184_056
HGB_1_184_056,HGB_1_184_055
HGB_1_184_056,HGB_1_086_008
HGB_1_184_054,HGB_1_086_013
HGB_1_184_054,HGB_1_086_009
HGB_1_184_054,HGB_1_184_053
HGB_1_184_054,HGB_1_086_012
HGB_1_086_012,HGB_1_086_010
HGB_1_086_011,HGB_1_086_010
HGB_1_086_010,HGB_1_184_057
HGB_1_086_009,HGB_1_184_055
HGB_1_085_042,HGB_1_085_032
HGB_1_085_041,HGB_1_085_032
HGB_1_085_038,HGB_1_085_036
HGB_1_085_037,HGB_1_085_036
HGB_1_085_033,HGB_1_085_031
HGB_1_082_010,HGB_1_082_011
HGB_1_082_010,HGB_1_082_008
HGB_1_079_023,HGB_1_079_021
HGB_1_079_022,HGB_1_079_021
HGB_1_078_072,HGB_1_078_071
HGB_1_078_033,HGB_1_078_031
HGB_1_079_041,HGB_1_078_025
HGB_1_078_026,HGB_1_078_027
HGB_1_074_072,HGB_1_074_058
HGB_1_074_070,HGB_1_074_069
HGB_1_074_068,HGB_1_074_069
HGB_1_074_059,HGB_1_074_067
HGB_1_074_062,HGB_1_074_067
HGB_1_074_067,HGB_1_074_057
HGB_1_074_066,HGB_1_074_065
HGB_1_074_066,HGB_1_074_063
HGB_1_074_065,HGB_1_074_070
HGB_1_074_064,HGB_1_074_070
HGB_1_074_063,HGB_1_074_070
HGB_1_074_066,HGB_1_074_061
HGB_1_074_061,HGB_1_074_056
HGB_1_074_066,HGB_1_074_060
HGB_1_074_060,HGB_1_074_056
HGB_1_074_056,HGB_1_074_058
HGB_1_074_045,HGB_1_074_057
HGB_1_074_055,HGB_1_074_045
HGB_1_074_053,HGB_1_074_045
HGB_1_074_052,HGB_1_074_045
HGB_1_074_051,HGB_1_074_045
HGB_1_074_050,HGB_1_074_045
HGB_1_074_046,HGB_1_074_049
HGB_1_074_048,HGB_1_074_049
HGB_1_074_047,HGB_1_074_049
HGB_1_074_049,HGB_1_074_045
HGB_1_074_040,HGB_1_074_041
HGB_1_074_037,HGB_1_074_040
HGB_1_074_040,HGB_1_074_036
HGB_1_074_039,HGB_1_074_035
HGB_1_074_035,HGB_1_074_037
HGB_1_074_026,HGB_1_074_027
HGB_1_074_021,HGB_1_074_024
HGB_1_074_023,HGB_1_074_021
HGB_1_074_022,HGB_1_074_021
HGB_1_074_013,HGB_1_150_031
HGB_1_074_011,HGB_1_074_012
HGB_1_074_012,HGB_1_150_031
HGB_1_150_032,HGB_1_074_011
HGB_1_066_071,HGB_1_154_058
HGB_1_066_046,HGB_1_159_022
HGB_1_066_046,HGB_1_066_051
HGB_1_066_046,HGB_1_066_050
HGB_1_066_046,HGB_1_066_049
HGB_1_066_046,HGB_1_066_048
HGB_1_066_046,HGB_1_066_047
HGB_1_066_046,HGB_1_066_045
HGB_1_066_018,HGB_1_066_014
HGB_1_066_017,HGB_1_066_014
HGB_1_066_016,HGB_1_066_014
HGB_1_066_015,HGB_1_066_014
HGB_1_066_054,HGB_1_066_056
HGB_1_066_055,HGB_1_066_056
HGB_1_063_045,HGB_1_063_046
HGB_1_063_027,HGB_1_058_128
HGB_1_063_026,HGB_1_058_128
HGB_1_078_018,HGB_1_078_015
HGB_1_078_017,HGB_1_078_015
HGB_1_078_016,HGB_1_078_015
HGB_1_062_031,HGB_1_062_030
HGB_1_062_015,HGB_1_062_013
HGB_1_062_014,HGB_1_062_013
HGB_1_062_007,HGB_1_062_013
HGB_1_062_009,HGB_1_062_010
HGB_1_062_008,HGB_1_062_007
HGB_1_062_010,HGB_1_062_007
HGB_1_058_179,HGB_1_218_011
HGB_1_058_179,HGB_1_218_010
HGB_1_058_179,HGB_1_218_008
HGB_1_058_179,HGB_1_058_181
HGB_1_058_181,HGB_1_058_178
HGB_1_058_179,HGB_1_058_180
HGB_1_058_180,HGB_1_058_178
HGB_1_058_138,HGB_1_058_136
HGB_1_058_137,HGB_1_058_136
HGB_1_058_135,HGB_1_058_136
HGB_1_058_130,HGB_1_058_132
HGB_1_058_131,HGB_1_058_132
HGB_1_051_045,HGB_1_051_044
HGB_1_051_042,HGB_1_051_044
HGB_1_051_041,HGB_1_051_044
HGB_1_051_043,HGB_1_051_044
HGB_1_051_040,HGB_1_051_044
HGB_1_051_024,HGB_1_051_023
HGB_1_051_025,HGB_1_051_023
HGB_1_050_034,HGB_1_181_012
HGB_1_181_012,HGB_1_181_011
HGB_1_050_036,HGB_1_050_034
HGB_1_050_036,HGB_1_050_037
HGB_1_050_034,HGB_1_050_035
HGB_1_050_035,HGB_1_050_033
HGB_1_050_035,HGB_1_181_011
HGB_1_044_008,HGB_1_154_013
HGB_1_181_029,HGB_1_181_035
HGB_1_181_029,HGB_1_181_030
HGB_1_181_030,HGB_1_181_026
HGB_1_028_056,HGB_1_028_055
HGB_1_028_056,HGB_1_028_054
HGB_1_028_054,HGB_1_028_051
HGB_1_028_052,HGB_1_028_053
HGB_1_028_053,HGB_1_028_051
HGB_1_028_052,HGB_1_028_051
HGB_1_028_050,HGB_1_028_051
HGB_1_028_030,HGB_1_028_028
HGB_1_028_029,HGB_1_028_028
HGB_1_024_097,HGB_1_024_095
HGB_1_024_096,HGB_1_024_095
HGB_1_024_094,HGB_1_024_080
HGB_1_024_093,HGB_1_024_080
HGB_1_024_092,HGB_1_024_080
HGB_1_024_091,HGB_1_024_080
HGB_1_024_118,HGB_1_024_120
HGB_1_024_118,HGB_1_024_119
HGB_1_024_118,HGB_1_024_073
HGB_1_024_118,HGB_1_024_074
HGB_1_024_118,HGB_1_024_111
HGB_1_024_053,HGB_1_024_055
HGB_1_024_054,HGB_1_024_055
HGB_1_024_034,HGB_1_024_035
HGB_1_024_031,HGB_1_024_028
HGB_1_024_079,HGB_1_218_018
HGB_1_018_016,HGB_1_018_015
HGB_1_014_037,HGB_1_014_036
HGB_1_014_038,HGB_1_014_036
HGB_1_014_040,HGB_1_014_036
HGB_1_014_013,HGB_1_014_022
HGB_1_014_021,HGB_1_014_022
HGB_1_014_018,HGB_1_014_013
HGB_1_014_008,HGB_1_014_013
HGB_1_184_047,HGB_1_013_014
HGB_1_184_044,HGB_1_184_045
HGB_1_010_106,HGB_1_010_105
HGB_1_010_107,HGB_1_010_105
HGB_1_010_098,HGB_1_010_099
HGB_1_010_099,HGB_1_010_097
HGB_1_010_096,HGB_1_010_097
HGB_1_010_095,HGB_1_010_096
HGB_1_010_092,HGB_1_010_093
HGB_1_010_092,HGB_1_010_091
HGB_1_010_087,HGB_1_010_090
HGB_1_010_087,HGB_1_010_088
HGB_1_010_044,HGB_1_010_046
HGB_1_010_043,HGB_1_010_046
HGB_1_010_041,HGB_1_010_045
HGB_1_010_042,HGB_1_010_045
HGB_1_008_059,HGB_1_008_058
HGB_1_008_036,HGB_1_008_035
HGB_1_008_069,HGB_1_008_067
HGB_1_008_068,HGB_1_008_066
HGB_1_008_066,HGB_1_008_067
HGB_1_002_061,HGB_1_002_060
HGB_1_002_059,HGB_1_002_060
HGB_1_002_042,HGB_1_002_044
HGB_1_002_042,HGB_1_002_041
HGB_1_002_031,HGB_1_002_033
HGB_1_002_032,HGB_1_002_033
HGB_1_002_030,HGB_1_002_031
HGB_1_229_041,HGB_1_024_013
HGB_1_169_007,HGB_1_229_019
HGB_1_229_021,HGB_1_229_019
HGB_1_225_034,HGB_1_225_033
HGB_1_225_034,HGB_1_225_035
HGB_1_225_032,HGB_1_225_034
HGB_1_222_012,HGB_1_222_011
HGB_1_222_013,HGB_1_222_011
HGB_1_222_014,HGB_1_222_011
HGB_1_215_049,HGB_1_215_050
HGB_1_215_048,HGB_1_215_049
HGB_1_214_066,HGB_1_214_067
HGB_1_214_068,HGB_1_214_067
HGB_1_214_060,HGB_1_214_061
HGB_1_214_060,HGB_1_214_062
HGB_1_214_055,HGB_1_214_057
HGB_1_214_055,HGB_1_214_054
HGB_1_204_032,HGB_1_204_034
HGB_1_001_027,HGB_1_001_028
HGB_1_002_021,HGB_1_002_022
HGB_1_002_055,HGB_1_002_056
HGB_1_002_055,HGB_1_002_057
HGB_1_002_056,HGB_1_002_055
HGB_1_002_057,HGB_1_002_055
HGB_1_002_064,HGB_1_002_063
HGB_1_002_094,HGB_1_002_097
HGB_1_002_094,HGB_1_002_098
HGB_1_002_094,HGB_1_002_099
HGB_1_002_097,HGB_1_002_094
HGB_1_002_098,HGB_1_002_094
HGB_1_002_099,HGB_1_002_094
HGB_1_002_114,HGB_1_002_111
HGB_1_002_114,HGB_1_002_113
HGB_1_002_117,HGB_1_002_118
HGB_1_002_118,HGB_1_002_117
HGB_1_002_118,HGB_1_002_119
HGB_1_002_119,HGB_1_002_118
HGB_1_005_014,HGB_1_002_022
HGB_1_005_026,HGB_1_005_025
HGB_1_005_028,HGB_1_005_026
HGB_1_005_028,HGB_1_005_029
HGB_1_006_005,HGB_1_008_067
HGB_1_006_010,HGB_1_006_012
HGB_1_006_012,HGB_1_006_010
HGB_1_008_019,HGB_1_008_021
HGB_1_008_019,HGB_1_008_022
HGB_1_008_021,HGB_1_008_019
HGB_1_008_022,HGB_1_008_019
HGB_1_008_024,HGB_1_008_025
HGB_1_008_025,HGB_1_008_024
HGB_1_008_025,HGB_1_008_030
HGB_1_008_030,HGB_1_008_025
HGB_1_008_031,HGB_1_008_032
HGB_1_008_032,HGB_1_008_031
HGB_1_008_037,HGB_1_008_035
HGB_1_008_037,HGB_1_008_038
HGB_1_008_038,HGB_1_008_035
HGB_1_008_038,HGB_1_008_037
HGB_1_010_033,HGB_1_010_034
HGB_1_010_034,HGB_1_010_033
HGB_1_010_034,HGB_1_010_035
HGB_1_010_035,HGB_1_010_034
HGB_1_010_045,HGB_1_010_040
HGB_1_010_046,HGB_1_010_040
HGB_1_010_056,HGB_1_010_057
HGB_1_010_057,HGB_1_010_056
HGB_1_010_063,HGB_1_010_064
HGB_1_010_063,HGB_1_010_065
HGB_1_010_064,HGB_1_010_063
HGB_1_010_065,HGB_1_010_063
HGB_1_010_084,HGB_1_131_017
HGB_1_010_090,HGB_1_010_089
HGB_1_010_090,HGB_1_010_095
HGB_1_010_090,HGB_1_010_098
HGB_1_014_009,HGB_1_014_008
HGB_1_014_011,HGB_1_014_008
HGB_1_014_012,HGB_1_014_008
HGB_1_014_015,HGB_1_014_017
HGB_1_014_016,HGB_1_014_017
HGB_1_014_017,HGB_1_014_015
HGB_1_014_017,HGB_1_014_016
HGB_1_014_023,HGB_1_014_024
HGB_1_014_023,HGB_1_014_025
HGB_1_014_024,HGB_1_014_023
HGB_1_014_025,HGB_1_014_023
HGB_1_014_033,HGB_1_014_032
HGB_1_014_033,HGB_1_014_034
HGB_1_014_039,HGB_1_014_036
HGB_1_014_041,HGB_1_014_036
HGB_1_018_019,HGB_1_018_018
HGB_1_018_020,HGB_1_018_018
HGB_1_018_030,HGB_1_018_031
HGB_1_018_030,HGB_1_018_032
HGB_1_018_031,HGB_1_018_030
HGB_1_018_032,HGB_1_018_030
HGB_1_024_024,HGB_1_024_026
HGB_1_024_025,HGB_1_024_026
HGB_1_024_029,HGB_1_024_028
HGB_1_024_030,HGB_1_024_028
HGB_1_024_030,HGB_1_024_032
HGB_1_024_032,HGB_1_024_028
HGB_1_024_032,HGB_1_024_030
HGB_1_024_032,HGB_1_024_033
HGB_1_024_033,HGB_1_024_028
HGB_1_024_033,HGB_1_024_032
HGB_1_024_035,HGB_1_024_028
HGB_1_024_035,HGB_1_024_036
HGB_1_024_035,HGB_1_024_101
HGB_1_024_036,HGB_1_024_035
HGB_1_024_036,HGB_1_024_037
HGB_1_024_037,HGB_1_024_036
HGB_1_024_041,HGB_1_024_044
HGB_1_024_044,HGB_1_024_041
HGB_1_024_044,HGB_1_024_108
HGB_1_024_047,HGB_1_024_048
HGB_1_024_048,HGB_1_024_047
HGB_1_024_048,HGB_1_024_110
HGB_1_024_050,HGB_1_024_049
HGB_1_024_099,HGB_1_024_095
HGB_1_024_108,HGB_1_024_044
HGB_1_024_110,HGB_1_024_048
HGB_1_028_018,HGB_1_028_020
HGB_1_028_019,HGB_1_028_020
HGB_1_028_020,HGB_1_028_018
HGB_1_028_020,HGB_1_028_019
HGB_1_028_023,HGB_1_028_024
HGB_1_028_023,HGB_1_028_025
HGB_1_028_024,HGB_1_028_023
HGB_1_028_025,HGB_1_028_023
HGB_1_028_026,HGB_1_028_030
HGB_1_028_027,HGB_1_028_030
HGB_1_028_030,HGB_1_028_026
HGB_1_028_030,HGB_1_028_027
HGB_1_028_035,HGB_1_028_037
HGB_1_028_036,HGB_1_028_037
HGB_1_028_037,HGB_1_028_035
HGB_1_028_037,HGB_1_028_036
HGB_1_028_062,HGB_1_028_065
HGB_1_028_063,HGB_1_028_065
HGB_1_028_065,HGB_1_028_062
HGB_1_028_065,HGB_1_028_063
HGB_1_035_011,HGB_1_002_055
HGB_1_050_033,HGB_1_050_034
HGB_1_050_038,HGB_1_050_039
HGB_1_050_038,HGB_1_050_040
HGB_1_050_039,HGB_1_050_038
HGB_1_050_040,HGB_1_050_038
HGB_1_050_046,HGB_1_050_047
HGB_1_050_046,HGB_1_050_048
HGB_1_050_047,HGB_1_050_046
HGB_1_050_048,HGB_1_050_046
HGB_1_050_051,HGB_1_050_052
HGB_1_050_051,HGB_1_050_053
HGB_1_050_052,HGB_1_050_051
HGB_1_050_053,HGB_1_050_051
HGB_1_050_063,HGB_1_050_064
HGB_1_050_064,HGB_1_050_063
HGB_1_050_064,HGB_1_050_065
HGB_1_050_065,HGB_1_050_064
HGB_1_056_029,HGB_1_056_030
HGB_1_056_029,HGB_1_056_031
HGB_1_056_030,HGB_1_056_029
HGB_1_056_031,HGB_1_056_029
HGB_1_058_023,HGB_1_058_024
HGB_1_058_024,HGB_1_058_023
HGB_1_058_024,HGB_1_058_025
HGB_1_058_025,HGB_1_058_024
HGB_1_058_061,HGB_1_058_062
HGB_1_058_061,HGB_1_058_063
HGB_1_058_062,HGB_1_058_061
HGB_1_058_063,HGB_1_058_061
HGB_1_058_140,HGB_1_058_139
HGB_1_058_141,HGB_1_058_139
HGB_1_058_146,HGB_1_058_147
HGB_1_058_147,HGB_1_058_146
HGB_1_058_147,HGB_1_058_148
HGB_1_058_148,HGB_1_058_147
HGB_1_058_148,HGB_1_058_149
HGB_1_058_148,HGB_1_058_150
HGB_1_058_148,HGB_1_058_151
HGB_1_058_149,HGB_1_058_148
HGB_1_058_150,HGB_1_058_148
HGB_1_058_151,HGB_1_058_148
HGB_1_058_158,HGB_1_058_160
HGB_1_058_159,HGB_1_058_160
HGB_1_058_160,HGB_1_058_158
HGB_1_058_160,HGB_1_058_159
HGB_1_058_189,HGB_1_058_191
HGB_1_058_190,HGB_1_058_191
HGB_1_058_191,HGB_1_058_189
HGB_1_058_191,HGB_1_058_190
HGB_1_058_200,HGB_1_058_201
HGB_1_058_201,HGB_1_058_200
HGB_1_058_201,HGB_1_058_202
HGB_1_058_202,HGB_1_058_201
HGB_1_062_019,HGB_1_062_018
HGB_1_062_031,HGB_1_078_017
HGB_1_062_031,HGB_1_078_018
HGB_1_063_019,HGB_1_063_018
HGB_1_063_020,HGB_1_063_018
HGB_1_063_056,HGB_1_063_054
HGB_1_063_068,HGB_1_063_067
HGB_1_063_068,HGB_1_063_069
HGB_1_063_070,HGB_1_063_071
HGB_1_063_070,HGB_1_063_072
HGB_1_063_071,HGB_1_063_070
HGB_1_063_072,HGB_1_063_070
HGB_1_063_079,HGB_1_063_080
HGB_1_063_079,HGB_1_063_081
HGB_1_063_080,HGB_1_063_079
HGB_1_063_081,HGB_1_063_079
HGB_1_063_090,HGB_1_063_091
HGB_1_063_092,HGB_1_063_091
HGB_1_063_098,HGB_1_063_099
HGB_1_063_106,HGB_1_063_105
HGB_1_063_106,HGB_1_063_108
HGB_1_063_110,HGB_1_063_111
HGB_1_063_111,HGB_1_063_110
HGB_1_063_111,HGB_1_064_014
HGB_1_063_114,HGB_1_063_113
HGB_1_064_014,HGB_1_063_110
HGB_1_064_014,HGB_1_063_111
HGB_1_064_032,HGB_1_064_031
HGB_1_064_032,HGB_1_079_036
HGB_1_066_030,HGB_1_066_028
HGB_1_066_031,HGB_1_066_032
HGB_1_066_032,HGB_1_066_031
HGB_1_066_032,HGB_1_066_033
HGB_1_066_033,HGB_1_066_032
HGB_1_066_059,HGB_1_066_060
HGB_1_066_059,HGB_1_066_061
HGB_1_074_015,HGB_1_074_020
HGB_1_074_024,HGB_1_074_027
HGB_1_074_025,HGB_1_074_024
HGB_1_074_027,HGB_1_074_025
HGB_1_074_027,HGB_1_074_028
HGB_1_074_028,HGB_1_074_024
HGB_1_074_032,HGB_1_074_033
HGB_1_074_033,HGB_1_074_032
HGB_1_074_033,HGB_1_074_034
HGB_1_074_034,HGB_1_074_033
HGB_1_074_034,HGB_1_074_035
HGB_1_074_035,HGB_1_074_033
HGB_1_074_038,HGB_1_074_035
HGB_1_074_040,HGB_1_074_042
HGB_1_074_042,HGB_1_074_040
HGB_1_074_043,HGB_1_074_042
HGB_1_074_043,HGB_1_074_044
HGB_1_074_072,HGB_1_074_073
HGB_1_074_072,HGB_1_074_074
HGB_1_074_073,HGB_1_074_072
HGB_1_074_073,HGB_1_074_075
HGB_1_074_074,HGB_1_074_072
HGB_1_074_075,HGB_1_074_072
HGB_1_074_075,HGB_1_074_077
HGB_1_074_076,HGB_1_074_077
HGB_1_074_076,HGB_1_074_078
HGB_1_074_077,HGB_1_074_075
HGB_1_074_077,HGB_1_074_076
HGB_1_074_078,HGB_1_074_076
HGB_1_074_085,HGB_1_074_086
HGB_1_074_086,HGB_1_074_085
HGB_1_074_087,HGB_1_074_086
HGB_1_074_091,HGB_1_074_092
HGB_1_074_091,HGB_1_074_093
HGB_1_074_091,HGB_1_074_094
HGB_1_074_092,HGB_1_074_091
HGB_1_074_093,HGB_1_074_091
HGB_1_074_094,HGB_1_074_095
HGB_1_074_095,HGB_1_074_091
HGB_1_074_100,HGB_1_074_095
HGB_1_074_101,HGB_1_074_100
HGB_1_074_102,HGB_1_074_100
HGB_1_078_022,HGB_1_078_023
HGB_1_078_023,HGB_1_078_022
HGB_1_078_023,HGB_1_078_024
HGB_1_078_024,HGB_1_078_023
HGB_1_078_025,HGB_1_079_042
HGB_1_078_026,HGB_1_079_044
HGB_1_078_026,HGB_1_079_045
HGB_1_078_034,HGB_1_078_035
HGB_1_078_035,HGB_1_078_034
HGB_1_078_041,HGB_1_078_042
HGB_1_078_042,HGB_1_078_041
HGB_1_078_042,HGB_1_078_043
HGB_1_078_042,HGB_1_078_044
HGB_1_078_043,HGB_1_078_042
HGB_1_078_044,HGB_1_078_042
HGB_1_078_045,HGB_1_078_047
HGB_1_079_013,HGB_1_079_014
HGB_1_079_014,HGB_1_079_015
HGB_1_079_015,HGB_1_079_013
HGB_1_079_021,HGB_1_079_014
HGB_1_079_021,HGB_1_079_024
HGB_1_079_024,HGB_1_079_021
HGB_1_079_024,HGB_1_079_025
HGB_1_079_025,HGB_1_079_024
HGB_1_079_030,HGB_1_079_031
HGB_1_079_031,HGB_1_079_030
HGB_1_079_031,HGB_1_079_032
HGB_1_079_032,HGB_1_079_030
HGB_1_079_035,HGB_1_079_033
HGB_1_079_042,HGB_1_078_025
HGB_1_079_044,HGB_1_078_025
HGB_1_079_044,HGB_1_079_045
HGB_1_082_006,HGB_1_082_009
HGB_1_082_007,HGB_1_082_009
HGB_1_082_008,HGB_1_082_009
HGB_1_082_009,HGB_1_082_006
HGB_1_082_009,HGB_1_082_007
HGB_1_082_009,HGB_1_082_008
HGB_1_085_013,HGB_1_085_014
HGB_1_085_014,HGB_1_085_013
HGB_1_085_014,HGB_1_085_015
HGB_1_085_015,HGB_1_085_014
HGB_1_085_018,HGB_1_085_019
HGB_1_085_018,HGB_1_085_020
HGB_1_085_019,HGB_1_085_018
HGB_1_085_020,HGB_1_085_018
HGB_1_085_024,HGB_1_085_025
HGB_1_085_024,HGB_1_085_026
HGB_1_085_025,HGB_1_085_024
HGB_1_085_026,HGB_1_085_024
HGB_1_085_031,HGB_1_085_032
HGB_1_085_032,HGB_1_085_031
HGB_1_085_032,HGB_1_085_040
HGB_1_085_034,HGB_1_085_035
HGB_1_085_035,HGB_1_085_031
HGB_1_085_035,HGB_1_085_034
HGB_1_085_035,HGB_1_085_039
HGB_1_085_039,HGB_1_085_035
HGB_1_086_030,HGB_1_086_029
HGB_1_091_024,HGB_1_091_025
HGB_1_091_025,HGB_1_091_024
HGB_1_091_025,HGB_1_091_026
HGB_1_091_025,HGB_1_091_028
HGB_1_091_026,HGB_1_091_025
HGB_1_091_027,HGB_1_091_026
HGB_1_091_027,HGB_1_091_028
HGB_1_091_028,HGB_1_091_025
HGB_1_091_028,HGB_1_091_029
HGB_1_091_028,HGB_1_091_030
HGB_1_091_029,HGB_1_091_028
HGB_1_091_030,HGB_1_091_028
HGB_1_091_033,HGB_1_091_034
HGB_1_091_034,HGB_1_091_033
HGB_1_091_034,HGB_1_091_036
HGB_1_091_035,HGB_1_091_036
HGB_1_091_035,HGB_1_091_037
HGB_1_091_035,HGB_1_091_038
HGB_1_091_036,HGB_1_091_034
HGB_1_091_036,HGB_1_091_035
HGB_1_091_037,HGB_1_091_035
HGB_1_091_038,HGB_1_091_035
HGB_1_091_038,HGB_1_091_039
HGB_1_091_039,HGB_1_091_038
HGB_1_091_041,HGB_1_091_042
HGB_1_091_048,HGB_1_091_050
HGB_1_091_050,HGB_1_091_048
HGB_1_091_050,HGB_1_091_052
HGB_1_091_053,HGB_1_091_050
HGB_1_091_055,HGB_1_091_056
HGB_1_091_067,HGB_1_091_068
HGB_1_091_069,HGB_1_091_068
HGB_1_091_069,HGB_1_091_070
HGB_1_091_070,HGB_1_091_068
HGB_1_091_076,HGB_1_091_077
HGB_1_091_079,HGB_1_091_078
HGB_1_091_079,HGB_1_091_082
HGB_1_091_085,HGB_1_091_086
HGB_1_091_086,HGB_1_091_085
HGB_1_091_086,HGB_1_091_090
HGB_1_091_087,HGB_1_091_090
HGB_1_091_088,HGB_1_091_087
HGB_1_091_089,HGB_1_091_087
HGB_1_091_090,HGB_1_091_086
HGB_1_091_090,HGB_1_091_088
HGB_1_091_090,HGB_1_091_089
HGB_1_091_090,HGB_1_091_091
HGB_1_091_091,HGB_1_091_090
HGB_1_091_102,HGB_1_091_103
HGB_1_091_103,HGB_1_091_102
HGB_1_091_103,HGB_1_091_104
HGB_1_091_104,HGB_1_091_103
HGB_1_091_108,HGB_1_091_107
HGB_1_091_109,HGB_1_091_107
HGB_1_091_110,HGB_1_091_111
HGB_1_091_110,HGB_1_091_112
HGB_1_091_111,HGB_1_091_110
HGB_1_091_112,HGB_1_091_110
